"pitch [deg], pitch_time [ms] pitch_crc"
"53,12452.37"
"9.10,14541,14550.10"
"9.94,14556,14565.94"
"10.77,14571,14581.77"
"11.63,14586,14597.63"
"12.49,14601,14613.49"
"13.36,14616,14629.36"
"14.21,14631,14645.21"
"15.06,14646,14661.06"
"15.88,14661,14676.88"
"16.70,14676,14692.70"
"17.50,14691,14708.50"
"18.28,14706,14724.28"
"19.04,14721,14740.04"
"19.78,14736,14755.78"
"20.49,14751,14771.49"
"21.18,14766,14787.18"
"21.85,14781,14802.85"
"22.51,14796,14818.51"
"23.16,14811,14834.16"
"23.80,14826,14849.80"
"24.42,14841,14865.42"
"25.03,14856,14881.03"
"25.63,14871,14896.63"
"26.23,14886,14912.23"
"26.81,14901,14927.81"
"27.38,14916,14943.38"
"27.94,14931,14958.95"
"28.48,14946,14974.49"
"29.02,14961,14990.03"
"29.54,14976,15005.54"
"30.03,14991,15021.03"
"30.49,15006,15036.49"
"30.93,15021,15051.93"
"31.34,15036,15067.34"
"31.72,15051,15082.72"
"32.08,15066,15098.08"
"32.40,15081,15113.40"
"32.72,15096,15128.72"
"33.01,15111,15144.01"
"33.29,15126,15159.29"
"33.55,15141,15174.55"
"33.79,15156,15189.79"
"34.03,15171,15205.03"
"34.24,15186,15220.24"
"34.44,15201,15235.44"
"34.63,15216,15250.63"
"34.79,15231,15265.79"
"34.94,15246,15280.94"
"35.06,15261,15296.05"
"35.14,15276,15311.14"
"35.21,15291,15326.21"
"35.23,15306,15341.24"
"35.23,15321,15356.24"
"35.23,15336,15371.23"
"35.18,15351,15386.18"
"35.11,15366,15401.11"
"35.01,15381,15416.01"
"34.88,15396,15430.88"
"34.73,15411,15445.73"
"34.55,15426,15460.55"
"34.34,15441,15475.34"
"34.11,15456,15490.11"
"33.84,15471,15504.84"
"33.55,15486,15519.55"
"33.23,15501,15534.23"
"32.90,15516,15548.89"
"32.53,15531,15563.53"
"32.15,15546,15578.15"
"31.75,15561,15592.75"
"31.34,15576,15607.34"
"30.91,15591,15621.92"
"30.47,15606,15636.47"
"30.02,15621,15651.02"
"29.56,15636,15665.57"
"29.11,15651,15680.11"
"28.64,15666,15694.64"
"28.17,15681,15709.17"
"27.69,15696,15723.69"
"27.22,15711,15738.22"
"26.74,15726,15752.74"
"26.25,15741,15767.25"
"25.76,15756,15781.76"
"25.26,15771,15796.26"
"24.76,15786,15810.76"
"24.25,15801,15825.25"
"23.74,15816,15839.74"
"23.24,15831,15854.24"
"22.72,15846,15868.72"
"22.21,15861,15883.21"
"21.70,15876,15897.70"
"21.19,15891,15912.20"
"20.68,15906,15926.68"
"20.17,15921,15941.17"
"19.65,15936,15955.65"
"19.12,15951,15970.12"
"18.58,15966,15984.58"
"18.05,15981,15999.05"
"17.52,15996,16013.52"
"17.00,16011,16028.00"
"16.49,16026,16042.49"
"15.97,16041,16056.97"
"15.48,16056,16071.48"
"14.99,16071,16085.99"
"14.51,16086,16100.51"
"14.04,16101,16115.04"
"13.57,16116,16129.57"
"13.10,16131,16144.10"
"12.64,16146,16158.64"
"12.17,16161,16173.17"
"11.70,16176,16187.70"
"11.22,16191,16202.22"
"10.75,16206,16216.75"
"10.29,16221,16231.29"
"9.82,16236,16245.82"
"9.36,16251,16260.36"
"8.90,16266,16274.90"
"8.45,16281,16289.45"
"8.02,16296,16304.02"
"7.60,16311,16318.60"
"7.18,16326,16333.18"
"6.79,16341,16347.79"
"6.41,16356,16362.41"
"6.04,16371,16377.04"
"5.69,16386,16391.69"
"5.35,16401,16406.36"
"5.03,16416,16421.03"
"4.72,16431,16435.72"
"4.43,16446,16450.43"
"4.14,16461,16465.14"
"3.86,16476,16479.86"
"3.59,16491,16494.59"
"3.33,16506,16509.33"
"3.09,16521,16524.09"
"2.85,16536,16538.85"
"2.64,16551,16553.64"
"2.45,16566,16568.45"
"2.29,16581,16583.29"
"2.15,16596,16598.15"
"2.05,16611,16613.05"
"2.00,16626,16628.00"
"1.99,16641,16642.99"
"2.00,16656,16658.00"
"2.04,16671,16673.04"
"2.12,16686,16688.12"
"2.21,16701,16703.21"
"2.38,16716,16718.38"
"2.59,16731,16733.59"
"2.84,16746,16748.84"
"3.12,16761,16764.12"
"3.44,16776,16779.44"
"3.78,16791,16794.78"
"4.16,16806,16810.16"
"4.55,16821,16825.55"
"4.98,16836,16840.98"
"5.42,16851,16856.42"
"5.89,16866,16871.89"
"6.38,16881,16887.38"
"6.89,16896,16902.89"
"7.43,16911,16918.43"
"7.99,16926,16933.99"
"8.58,16941,16949.58"
"9.17,16956,16965.17"
"9.78,16971,16980.78"
"10.41,16986,16996.41"
"11.04,17001,17012.04"
"11.69,17016,17027.69"
"12.34,17031,17043.34"
"13.00,17046,17059.00"
"13.66,17061,17074.66"
"14.33,17076,17090.33"
"14.99,17091,17105.99"
"15.67,17106,17121.67"
"16.34,17121,17137.34"
"17.00,17136,17153.00"
"17.66,17151,17168.66"
"18.31,17166,17184.31"
"18.94,17181,17199.94"
"19.57,17196,17215.57"
"20.18,17211,17231.18"
"20.77,17226,17246.77"
"21.36,17241,17262.36"
"21.93,17256,17277.93"
"22.48,17271,17293.48"
"23.03,17286,17309.03"
"23.55,17301,17324.55"
"24.07,17316,17340.07"
"24.57,17331,17355.57"
"25.06,17346,17371.06"
"25.53,17361,17386.53"
"26.00,17376,17402.00"
"26.46,17391,17417.46"
"26.91,17406,17432.91"
"27.36,17421,17448.36"
"27.80,17436,17463.80"
"28.22,17451,17479.22"
"28.65,17466,17494.65"
"29.05,17481,17510.05"
"29.44,17496,17525.44"
"29.82,17511,17540.82"
"30.18,17526,17556.18"
"30.51,17541,17571.51"
"30.83,17556,17586.83"
"31.14,17571,17602.14"
"31.42,17586,17617.42"
"31.68,17601,17632.68"
"31.91,17616,17647.91"
"32.14,17631,17663.14"
"32.33,17646,17678.33"
"32.49,17661,17693.49"
"32.63,17676,17708.63"
"32.75,17691,17723.75"
"32.83,17706,17738.83"
"32.89,17721,17753.89"
"32.90,17736,17768.90"
"32.90,17751,17783.90"
"32.90,17766,17798.89"
"32.84,17781,17813.84"
"32.76,17796,17828.76"
"32.65,17811,17843.65"
"32.51,17826,17858.51"
"32.35,17841,17873.35"
"32.15,17856,17888.15"
"31.92,17871,17902.92"
"31.68,17886,17917.68"
"31.41,17901,17932.41"
"31.11,17916,17947.11"
"30.79,17931,17961.79"
"30.46,17946,17976.46"
"30.09,17961,17991.09"
"29.70,17976,18005.70"
"29.29,17991,18020.29"
"28.87,18006,18034.87"
"28.44,18021,18049.44"
"27.99,18036,18063.99"
"27.53,18051,18078.53"
"27.07,18066,18093.07"
"26.60,18081,18107.60"
"26.13,18096,18122.13"
"25.66,18111,18136.66"
"25.17,18126,18151.17"
"24.70,18141,18165.70"
"24.22,18156,18180.22"
"23.74,18171,18194.74"
"23.26,18186,18209.27"
"22.79,18201,18223.79"
"22.31,18216,18238.31"
"21.83,18231,18252.83"
"21.36,18246,18267.36"
"20.87,18261,18281.87"
"20.38,18276,18296.38"
"19.89,18291,18310.89"
"19.39,18306,18325.39"
"18.86,18321,18339.86"
"18.33,18336,18354.33"
"17.80,18351,18368.80"
"17.25,18366,18383.25"
"16.70,18381,18397.70"
"16.15,18396,18412.15"
"15.58,18411,18426.58"
"15.01,18426,18441.01"
"14.44,18441,18455.44"
"13.86,18456,18469.86"
"13.27,18471,18484.28"
"12.68,18486,18498.68"
"12.10,18501,18513.10"
"11.52,18516,18527.52"
"10.94,18531,18541.94"
"10.37,18546,18556.37"
"9.81,18561,18570.81"
"9.24,18576,18585.24"
"8.68,18591,18599.68"
"8.11,18606,18614.11"
"7.54,18621,18628.54"
"6.97,18636,18642.97"
"6.39,18651,18657.39"
"5.80,18666,18671.80"
"5.22,18681,18686.22"
"4.63,18696,18700.63"
"4.04,18711,18715.04"
"3.46,18726,18729.46"
"2.91,18741,18743.91"
"2.36,18756,18758.36"
"1.84,18771,18772.84"
"1.33,18786,18787.33"
"0.86,18801,18801.86"
"0.42,18816,18816.42"
"0.03,18831,18831.03"
"-0.33,18846,18845.67"
"-0.66,18861,18860.34"
"-0.94,18876,18875.05"
"-1.19,18891,18889.81"
"-1.39,18906,18904.61"
"-1.56,18921,18919.44"
"-1.66,18936,18934.34"
"-1.71,18951,18949.29"
"-1.71,18966,18964.29"
"-1.66,18981,18979.34"
"-1.57,18996,18994.43"
"-1.43,19011,19009.57"
"-1.23,19026,19024.77"
"-0.90,19041,19040.10"
"-0.53,19056,19055.47"
"-0.11,19071,19070.89"
"0.33,19086,19086.33"
"0.84,19101,19101.84"
"1.38,19116,19117.38"
"1.96,19131,19132.96"
"2.56,19146,19148.56"
"3.22,19161,19164.22"
"3.91,19176,19179.91"
"4.63,19191,19195.63"
"5.40,19206,19211.40"
"6.20,19221,19227.20"
"7.03,19236,19243.03"
"7.88,19251,19258.88"
"8.75,19266,19274.75"
"9.63,19281,19290.63"
"10.52,19296,19306.52"
"11.40,19311,19322.40"
"12.28,19326,19338.29"
"13.17,19341,19354.17"
"14.02,19356,19370.02"
"14.87,19371,19385.87"
"15.68,19386,19401.68"
"16.46,19401,19417.46"
"17.21,19416,19433.21"
"17.92,19431,19448.92"
"18.60,19446,19464.60"
"19.27,19461,19480.27"
"19.92,19476,19495.92"
"20.55,19491,19511.55"
"21.17,19506,19527.17"
"21.79,19521,19542.79"
"22.39,19536,19558.39"
"22.98,19551,19573.98"
"23.54,19566,19589.54"
"24.08,19581,19605.08"
"24.60,19596,19620.60"
"25.08,19611,19636.08"
"25.54,19626,19651.54"
"25.98,19641,19666.98"
"26.39,19656,19682.39"
"19671,19697.78"
"27.13,19686,19713.13"
"27.46,19701,19728.46"
"27.75,19716,19743.75"
"28.00,19731,19759.00"
"28.21,19746,19774.21"
"28.38,19761,19789.38"
"28.50,19776,19804.50"
"28.59,19791,19819.59"
",19834.64"
"28.65,19821,19849.65"
"28.64,19836,19864.64"
"28.59,1985119879.59"
"28.49,19866,19894.49"
"28.39,19881,19909.39"
"28.21,19896,19924.21"
"28.03,19911,19939.03"
"27.80,19926,19953.80"
"27.55,19941,19968.55"
"27.27,19956,19983.27"
"26.97,19971,19997.97"
"26.66,19986,20012.66"
"26.32,20001,20027.32"
"25.96,20016,20041.96"
"25.58,20031,20056.58"
"25.18,20046,20071.18"
"24.77,20061,20085.77"
"24.34,20076,20100.35"
"23.90,20091,20114.90"
"23.45,20106,20129.45"
"22.99,20121,20143.99"
"22.53,20136,20158.53"
"5,20151,20173.05"
"21.55,20166,20187.55"
"21.06,20181,20202.06"
"20.55,20196,20216.55"
"20.02,20211,20231.03"
"19.49,20226,20245.49"
"18.94,20241,20259.95"
"18.40,20256,20274.40"
"17.85,20271,20288.85"
"17.30,20286,20303.30"
"16.77,20301,20317.77"
"16.24,20316,20332.24"
"15.72,20331,20346.72"
"15.22,20346,20361.22"
"14.73,20361,20375.73"
"14.25,20376,20390.25"
"13.78,20391,20404.78"
"13.31,20406,20419.31"
"12.85,20421,20433.85"
"12.40,20436,20448.40"
"11.95,20451,20462.95"
"11.49,20466,20477.49"
"11.04,20481,20492.04"
"10.59,20496,20506.59"
"10.13,20511,20521.13"
"9.24,20541,20550.24"
"8.80,20556,20564.80"
"8.36,20571,20579.36"
"7.91,20586,20593.91"
"7.46,20601,20608.46"
"7.01,20616,20623.01"
"6.55,20631,20637.55"
"6.09,20646,20652.09"
"5.62,20661,20666.63"
"5.15,20676,20681.15"
"4.67,20691,20695.67"
"4.18,20706,20710.19"
"3.70,20721,20724.70"
"3.20,20736,20739.20"
"2.72,20751,20753.72"
"2.24,20766,20768.24"
"1.77,20781,20782.77"
"1.32,20796,20797.32"
"0.88,20811,20811.88"
"0.47,20826,20826.47"
"0.06,20841,20841.06"
"-0.30,20856,20855.70"
"-0.66,20871,20870.34"
"-0.99,20886,20885.01"
"-1.30,20901,20899.70"
"-1.58,20916,20914.42"
"-1.86,20931,20929.14"
"-2.12,20946,20943.88"
"-2.36,20961,20958.64"
"-2.57,20976,20973.43"
"-2.78,20991,20988.22"
"-2.96,21006,21003.04"
"-3.12,21021,21017.88"
"-3.24,21036,21032.76"
"-3.33,21051,21047.67"
"-3.37,21066,21062.63"
"-3.37,21081,21077.63"
"-3.34,21096,21092.66"
"-3.28,21111,21107.72"
"-3.18,21126,21122.82"
"-3.05,21141,21137.95"
"-2.89,21156,21153.11"
"-2.62,21171,21168.38"
"-2.29,21186,21183.71"
"-1.93,21201,21199.07"
"-1.51,21216,21214.49"
"-1.05,21231,21229.95"
"-0.56,21246,21245.44"
"-0.02,21261,21260.98"
"0.54,21276,21276.54"
"1.15,21291,21292.15"
"1.79,21306,21307.79"
"2.45,21321,21323.45"
"3.14,21336,21339.14"
"3.85,21351,21354.85"
"4.60,21366,21370.60"
"5.35,21381,21386.36"
"6.14,21396,21402.14"
"6.94,21411,21417.94"
"7.76,21426,21433.76"
"8.59,21441,21449.59"
"9.41,21456,21465.41"
"10.26,21471,21481.26"
"11.11,21486,21497.12"
"11.97,21501,21512.97"
"12.82,21516,21528.82"
"13.66,21531,21544.66"
"14.49,21546,21560.49"
"15.29,21561,21576.29"
"16.07,21576,21592.07"
"16.83,21591,21607.83"
"17.56,21606,21623.56"
"18.27,21621,21639.27"
"18.97,21636,21654.97"
"19.66,21651,21670.66"
"20.35,21666,21686.35"
"21.03,21681,21702.03"
"21.70,21696,21717.70"
"22.36,21711,21733.36"
"22.99,21726,21748.99"
"23.62,21741,21764.62"
"24.24,21756,21780.24"
"24.84,21771,21795.84"
"25.43,21786,21811.43"
"26.02,21801,21827.02"
"26.60,21816,21842.60"
"27.17,21831,21858.17"
"27.73,21846,21873.73"
"28.27,21861,21889.27"
"28.79,21876,21904.79"
"29.30,21891,21920.30"
"29.80,21906,21935.80"
"30.28,21921,21951.28"
"30.73,21936,21966.73"
"31.17,21951,21982.17"
"31.59,21966,21997.59"
"31.99,21981,22012.99"
"32.38,21996,22028.38"
"32.74,22011,22043.74"
"33.08,22026,22059.08"
"33.39,22041,22074.39"
"33.67,22056,22089.67"
"33.92,22071,22104.92"
"34.14,22086,22120.14"
"34.33,22101,22135.33"
"34.49,22116,22150.49"
"34.61,22131,22165.61"
"34.70,22146,22180.70"
"34.76,22161,22195.76"
"34.78,22176,22210.79"
"34.78,22191,22225.79"
"34.77,22206,22240.77"
"34.69,22221,22255.70"
"34.60,22236,22270.61"
"34.46,22251,22285.46"
"34.30,22266,22300.30"
"34.10,22281,22315.10"
"33.88,22296,22329.88"
"33.63,22311,22344.63"
"33.37,22326,22359.37"
"33.07,22341,22374.07"
"32.76,22356,22388.76"
"32.42,22371,22403.42"
"32.07,22386,22418.07"
"31.69,22401,22432.69"
"31.29,22416,22447.29"
"30.89,22431,22461.89"
"30.46,22446,22476.46"
"30.02,22461,22491.02"
"29.57,22476,22505.57"
"29.11,22491,22520.11"
"28.63,22506,22534.63"
"28.13,22521,22549.13"
"27.64,22536,22563.64"
"27.13,22551,22578.13"
"26.62,22566,22592.62"
"26.11,22581,22607.11"
"25.59,22596,22621.59"
"25.06,22611,22636.06"
"24.52,22626,22650.53"
"23.98,22641,22664.98"
"23.43,22656,22679.43"
"22.86,22671,22693.86"
"22.28,22686,22708.28"
"21.70,22701,22722.70"
"21.10,22716,22737.10"
"20.48,22731,22751.48"
"19.86,22746,22765.86"
"19.23,22761,22780.23"
"18.59,22776,22794.59"
"17.95,22791,22808.95"
"17.29,22806,22823.29"
"16.63,22821,22837.63"
"15.97,22836,22851.97"
"15.30,22851,22866.30"
"14.63,22866,22880.63"
"13.97,22881,22894.97"
"13.31,22896,22909.31"
"12.65,22911,22923.65"
"12.00,22926,22938.00"
"11.34,22941,22952.34"
"10.68,22956,22966.68"
"10.03,22971,22981.03"
"9.37,22986,22995.37"
"8.71,23001,23009.71"
"8.06,23016,23024.06"
"7.41,23031,23038.41"
"6.77,23046,23052.77"
"6.14,23061,23067.14"
"5.52,23076,23081.52"
"4.92,23091,23095.92"
"4.34,23106,23110.34"
"3.77,23121,23124.77"
"3.22,23136,23139.22"
"2.69,23151,23153.69"
"2.18,23166,23168.18"
"1.69,23181,23182.69"
"1.22,23196,23197.22"
"0.76,23211,23211.77"
"0.33,23226,23226.33"
"-0.07,23241,23240.93"
"-0.47,23256,23255.53"
"-0.84,23271,23270.16"
"-1.18,23286,23284.82"
"-1.49,23301,23299.51"
"-1.78,23316,23314.22"
"-2.02,23331,23328.97"
"-2.23,23346,23343.77"
"-2.40,23361,23358.60"
"-2.53,23376,23373.47"
"-2.62,23391,23388.38"
"-2.65,23406,23403.35"
"-2.65,23421,23418.35"
"-2.63,23436,23433.37"
"-2.56,23451,23448.44"
"-2.47,23466,23463.53"
"-2.33,23481,23478.67"
"-2.18,23496,23493.82"
"-1.91,23511,23509.09"
"-1.61,23526,23524.39"
"-1.27,23541,23539.73"
"-0.89,23556,23555.11"
"-0.47,23571,23570.53"
"-0.02,23586,23585.98"
"0.47,23601,23601.47"
"1.00,23616,23617.00"
"1.56,23631,23632.56"
"2.14,23646,23648.14"
"2.75,23661,23663.75"
"3.37,23676,23679.38"
"4.01,23691,23695.01"
"4.67,23706,23710.67"
"5.34,23721,23726.34"
"6.01,23736,23742.01"
"6.70,23751,23757.71"
"7.42,23766,23773.42"
"8.13,23781,23789.13"
"8.84,23796,23804.84"
"9.55,23811,23820.55"
"10.25,23826,23836.25"
"10.96,23841,23851.96"
"11.65,23856,23867.65"
"12.35,23871,23883.35"
"13.04,23886,23899.04"
"13.73,23901,23914.73"
"14.43,23916,23930.43"
"15.12,23931,23946.12"
"15.83,23946,23961.83"
"16.54,23961,23977.54"
"17.26,23976,23993.26"
"17.99,23991,24008.99"
"18.72,24006,24024.72"
"19.45,24021,24040.45"
"20.18,24036,24056.18"
"20.90,24051,24071.90"
"21.61,24066,24087.61"
"22.30,24081,24103.30"
"22.98,24096,24118.98"
"23.63,24111,24134.63"
"24.26,24126,24150.26"
"24.86,24141,24165.86"
"25.42,24156,24181.42"
"25.93,24171,24196.93"
"26.41,24186,24212.41"
"26.84,24201,24227.84"
"27.23,24216,24243.23"
"27.60,24231,24258.60"
"27.95,24246,24273.95"
"28.28,24261,24289.28"
"28.57,24276,24304.57"
"28.85,24291,24319.85"
"29.11,24306,24335.11"
"29.31,24321,24350.31"
"29.49,24336,24365.49"
"29.63,24351,24380.63"
"29.73,24366,24395.73"
"29.80,24381,24410.80"
"29.83,24396,24425.84"
"29.86,24411,24440.86"
"29.86,24426,24455.86"
"29.86,24441,24470.86"
"29.86,24456,24485.86"
"29.82,24471,24500.82"
"29.74,24486,24515.74"
"29.65,24501,24530.65"
"29.50,24516,24545.50"
"29.32,24531,24560.32"
"29.11,24546,24575.11"
"28.85,24561,24589.85"
"28.57,24576,24604.57"
"28.24,24591,24619.24"
"27.87,24606,24633.87"
"27.48,24621,24648.48"
"27.04,24636,24663.04"
"26.59,24651,24677.59"
"26.10,24666,24692.10"
"25.59,24681,24706.59"
"25.06,24696,24721.06"
"24.52,24711,24735.52"
"23.96,24726,24749.96"
"23.38,24741,24764.38"
"22.81,24756,24778.81"
"22.22,24771,24793.22"
"21.63,24786,24807.63"
"21.02,24801,24822.02"
"20.41,24816,24836.41"
"19.81,24831,24850.81"
"19.20,24846,24865.20"
"18.58,24861,24879.59"
"17.97,24876,24893.97"
"17.37,24891,24908.37"
"16.78,24906,24922.78"
"16.19,24921,24937.19"
"15.61,24936,24951.61"
"15.03,24951,24966.03"
"14.44,24966,24980.45"
"13.85,24981,24994.85"
"13.26,24996,25009.26"
"12.65,25011,25023.65"
"12.06,25026,25038.06"
"11.47,25041,25052.47"
"10.91,25056,25066.91"
"10.35,25071,25081.35"
"9.81,25086,25095.81"
"9.27,25101,25110.27"
"8.74,25116,25124.74"
"8.21,25131,25139.21"
"7.68,25146,25153.68"
"7.15,25161,25168.15"
"6.61,25176,25182.62"
"6.09,25191,25197.09"
"5.57,25206,25211.57"
"5.07,25221,25226.07"
"4.59,25236,25240.59"
"4.13,25251,25255.13"
"3.72,25266,25269.72"
"3.33,25281,25284.33"
"2.98,25296,25298.98"
"2.68,25311,25313.68"
"2.41,25326,25328.41"
"2.18,25341,25343.18"
"1.97,25356,25357.97"
"1.77,25371,25372.77"
"1.59,25386,25387.59"
"1.40,25401,25402.40"
"1.21,25416,25417.21"
"1.03,25431,25432.03"
"0.82,25446,25446.82"
"0.60,25461,25461.60"
""
